ISBN13,Title,Review,Rating
"=""9781789536195""","Hands-On Web Scraping with Python: Perform advanced scraping operations using various Python libraries and tools such as Selenium, Regex, and others","A solid book on web scraping in Python. However, I did not understand why there needs to be a part on AngularJS and the whole final section from Machine Learning and datamining filled pages but did not add value.",3
"=""9781491985533""",Web Scraping with Python: Collecting More Data from the Modern Web,"Probably the best book on web scraping currently available. It not only covers how to handle HTML, but also binary formats like PDF and Word. There are many cautions on how to not shoot in your foot with an automated script that will help you a lot. ",5
"=""9781680508239""",Intuitive Python - Productive Development for Projects that Last,"If you know already how to write software that last, then this is a good book to get you a quick reminder from time to time. However, if you want to learn exactly that, then this book will be not much help. It covers many important topics, but so shallow, that you need prior knowledge to follow. Without that knowledge, you will be left puzzled and need other books to cover the gabs.",2
"=""9783869806440""","Mit hybriden Teams mehr erreichen: Werkzeuge, Methoden und Praktiken für gelungene Zusammenarbeit auf Distanz","Ein sehr hilfreiches Buch für alle Teams, die hybrid arbeiten. Es gibt zahlreiche Tipps, um trotz der räumlichen Distanz gut zusammenarbeiten zu können. Stellenweise hätte ich mir deutlich mehr Details erwartet. So hat man einen Hinweis fürs selbstständige vertiefen.",4
"=""9781617296703""",Learn dbatools in a Month of Lunches: Automating SQL server tasks with PowerShell commands,"dbatools is a PowerShell toolkit for SQL Server database administrators. In the book you learn all the important parts of the toolkit so that you are able to manage your SQL Servers with PowerShell. That includes backups, creating reports for various aspects of the databases and goes up to security and performance analysis. If you want to automate your DBA tasks, this book is for you.",4
"=""9781680509434""","Python Testing with pytest: Simple, Rapid, Effective, and Scalable",A good introduction to pytest and testing in the Python world in general. You learn all the important parts and will be able to test your own application with this newly gained knowledge. The second edition offers a few interesting updates and some clarifications.,5
"=""9781919621616""",Write Useful Books: A modern approach to designing and refining recommendable nonfiction,A useful book to write useful books. But it is not only helpful if you want to write a book. You can profit from the many tips it offers even if you just draft a report or a blog post. Many of the tricks are easy to put into action as soon as you learn about them.,4
"=""9780137464401""",Code That Fits in Your Head : Heuristics for Software Engineering (Robert C. Martin Series),This is a book I can highly recommend to software developers. It does not matter much in which programming language you work; it offers many tricks that work independently of the language. The magic number 7 is the theoretical backing behind the reasoning to make things simpler. From there on Mark explains and shows numerous ways to achieve that in your code base. Read it!,5
"=""""","Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts","The book offers a great understanding on how people can convince themselves from everything. All it takes is one tiny step after the other and at the end they can justify everything.<br/><br/>It is somehow a great relieve and a dangerous recognition on how easy it is to rewrite your own memory of events in the past. What is real, what is imagined? With the wrong suggestions you end up with absolute belief in things that never happened. <br/><br/>The only downside of this book was for me the too long repetitive explanation. Cutting 100 pages would have made it a lot more interesting. As it is, it was a fight to get through the second half of the book.",5
"=""""",Escape Velocity - Better Metrics for Agile Teams,"It has a few thought-provoking ideas, but after reading the glowing reviews I felt rather disappointed. ",2
"=""9783865818409""",Wohlstand ohne Wachstum - das Update: Grundlagen für eine zukunftsfähige Wirtschaft,"Mit endlichen Ressourcen ist ein endloses Wachstum nicht möglich. Diese banale Erkenntnis wird noch zu stark verdrängt oder mit neuen Wachstumsansätzen wie Green Deal versucht zu ersetzen. Das Buch zeigt schön auf das es nicht reicht, relativ weniger Ressourcen zu verbrauchen, wenn durch das gesteigerte Wachstum absolut mehr verbraucht werden. Es braucht Ansätze, die der Gesellschaft Wohlstand bringen, ohne dabei ein ständiges Wachstum zu benötigen. Im Buch werden aus verschiedenen Blickwinkeln die einzelnen Möglichkeiten eingehend betrachtet. Der Autor kommt zum Schluss, dass es nicht nur möglich ist, Wohlstand ohne Wachstum zu haben, sondern dies auch ohne grosse Verwerfungen (und Verlierer) geht. Das Buch wurde vor COVID-19 geschrieben und man sieht nun sehr schön, wie die einzelnen Staaten Ressourcen finden, um Krisen zu bewältigen – genau so, wie es der Autor vorhergesagt hat. Leider noch nicht in eine Richtung ohne Wachstum, doch das könnte sich im Verlauf dieser Krise noch ändern.",4
"=""9781927166611""",Effective Notetaking (Study Skills),The first book I deleted on my Kindle. The writing style did work for me and I could not bother to finish it.,1
"=""9780884271666""",Theory of Constraints,"The book offers a lot of background information on the theory of Constraint. However, it is far less interesting than [b:Critical Chain|848514|Critical Chain|Eliyahu M. Goldratt|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347572652l/848514._SX50_.jpg|3172749].",4
"=""9780884271536""",Critical Chain,Critical chain project management is a method of planning and managing projects that emphasizes the resources required to execute project tasks. You learn how to identify the critical chain and how to build up buffers to synchronise the work in an effective manner. All nicely put into an interesting story that helps you to understand the need to optimize the bottlenecks if you want to improve the throughput – everything else will not make a difference.,5
"=""9783527811540""",Grundlagen des Projektmanagements für Dummies - Das Pocketbuch,"Dieses Pocketbuch liefert einem eine kurze Einführung ins Projektmanagement und erklärt die wichtigsten Begriffe. Wer eine kurze Auffrischung von Begriffen wie kritischer Pfad und Netzplan braucht, bekommt diese hier.<br/><br/>Das Buch verfolgt jedoch einen sehr naiven Ansatz zum Projektmanagement. Ich bezweifle stark, das mehr als trivialste Projekte so schon geradlinig ablaufen. Wo Probleme auftreten steht mit diesem Buch vor einem grossen Loch. Ein viel besseres Buch zum Projektmanagement ist [b:Überleben im Projekt: 10 Projektfallen und wie man sie umgeht|31133248|Überleben im Projekt  10 Projektfallen und wie man sie umgeht|Klaus D. Tumuscheit|https://images.gr-assets.com/books/1468677501s/31133248.jpg|51753721].<br/>",2
